PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Air_Quality
85.31,183.37,18.22,18.07,26.78,57.77,1.11,15.81,60.03,5.44,7.15,16.96,176.0,Moderate
67.69,145.96,7.06,56.72,34.75,10.92,0.67,20.32,40.48,5.29,41.06,12.75,139.0,Moderate
39.52,101.22,11.6,10.62,17.19,19.09,0.38,6.6,17.15,3.67,1.7,9.08,98.0,Satisfactory
81.47,145.68,6.45,46.9,30.18,20.18,0.07,9.63,96.49,0.25,7.26,0.15,224.0,Poor
65.98,100.21,9.11,43.82,11.8,27.81,0.46,39.34,62.06,0.02,0.22,0.05,115.0,Moderate
23.51,56.45,6.72,21.98,16.13,11.94,0.44,3.83,26.87,1.37,9.49,0.16,56.0,Satisfactory
99.27,180.93,23.24,42.59,41.77,31.82,1.09,15.14,34.81,2.82,20.46,0.95,247.0,Poor
56.01,104.73,5.12,7.15,10.77,10.4,0.73,7.28,68.31,0.55,2.62,0.22,155.0,Moderate
75.52,125.82,7.69,25.85,20.1,10.97,0.74,12.37,32.23,0.05,0.06,0.1,159.0,Moderate
17.69,53.6,4.08,21.69,14.24,14.25,0.26,7.41,15.37,0.48,3.01,0.28,49.0,Good
26.91,71.45,5.0,23.75,16.3,18.49,0.29,7.05,16.55,0.71,3.87,0.44,72.0,Satisfactory
76.56,115.06,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28,0.11,138.0,Moderate
50.33,91.06,3.02,16.68,11.42,10.46,0.93,10.82,59.48,0.36,2.64,0.24,101.0,Moderate
82.66,111.92,1.62,14.0,8.76,19.57,0.85,17.11,56.49,0.91,1.78,0.13,168.0,Moderate
64.09,94.5,5.52,24.01,15.71,11.32,0.59,5.25,20.95,0.64,3.3,0.28,126.0,Moderate
56.44,94.22,9.91,15.27,15.03,37.51,0.67,7.94,10.93,5.92,0.24,0.79,91.0,Satisfactory
34.67,95.14,17.29,10.5,20.93,12.81,0.73,21.96,31.75,5.31,1.89,8.38,98.0,Satisfactory
73.21,129.76,3.04,61.14,35.07,15.38,1.11,16.63,62.74,0.08,0.14,0.1,150.0,Moderate
93.78,142.65,5.55,67.51,40.43,19.51,1.34,42.75,29.16,0.1,0.21,0.1,199.0,Moderate
67.01,141.41,16.44,47.05,36.22,22.15,0.7,9.29,24.01,0.36,3.1,0.12,133.0,Moderate
34.98,83.26,14.46,30.9,30.5,30.75,1.0,8.17,24.58,1.84,19.25,2.45,95.0,Satisfactory
152.02,221.91,34.98,33.1,70.53,39.18,1.47,11.1,8.52,1.39,9.71,2.55,296.0,Poor
122.69,211.8,30.33,47.31,53.33,41.97,1.22,13.34,29.58,3.88,27.13,1.01,274.0,Poor
27.0,90.58,5.03,15.67,12.51,9.74,0.41,13.33,27.15,1.01,6.81,0.67,74.0,Satisfactory
28.63,90.7,12.54,9.03,21.57,7.76,0.69,3.71,26.84,4.03,1.32,0.72,91.0,Satisfactory
84.51,120.22,1.73,13.16,8.41,14.6,0.95,17.69,54.0,1.19,3.31,0.12,194.0,Moderate
52.3,139.23,18.8,27.98,44.79,6.7,0.01,0.71,19.59,5.43,1.91,8.36,125.0,Moderate
52.88,118.54,6.74,48.93,29.9,23.72,0.84,12.88,46.88,2.27,13.04,2.42,113.0,Moderate
69.43,156.79,7.53,55.38,34.93,26.28,1.45,13.62,52.9,4.7,27.88,7.51,167.0,Moderate
76.08,151.9,8.2,53.18,34.06,24.77,0.87,18.35,53.45,4.75,30.55,4.36,164.0,Moderate
56.98,120.91,8.65,47.69,32.11,11.49,0.56,14.98,34.51,4.83,33.6,14.01,117.0,Moderate
185.31,268.09,45.12,76.48,88.0,47.81,1.74,17.95,48.1,5.3,15.24,0.1,347.0,Very Poor
62.87,139.7,25.09,31.37,54.46,8.06,0.0,7.56,20.76,5.99,2.37,9.59,135.0,Moderate
56.93,126.56,33.91,35.26,67.16,9.44,0.02,4.48,15.72,12.51,2.61,9.35,143.0,Moderate
77.94,235.99,13.35,52.07,16.81,33.95,0.23,30.86,41.49,0.48,2.44,0.33,192.0,Moderate
33.88,80.8,3.59,18.86,13.05,14.69,0.51,13.5,30.89,0.0,0.01,0.1,95.0,Satisfactory
71.99,177.76,19.68,46.09,56.74,43.68,1.46,12.35,53.1,1.93,4.49,0.0,168.0,Moderate
30.04,57.31,19.57,34.68,37.25,42.32,1.14,8.26,22.91,2.53,24.25,0.96,99.0,Satisfactory
126.92,218.13,52.44,52.79,77.11,33.12,1.6,12.05,31.56,4.31,31.85,1.51,251.0,Poor
177.59,210.76,67.57,36.23,98.56,18.88,4.05,12.23,12.94,1.28,1.32,3.76,311.0,Very Poor
35.27,68.92,3.83,28.79,17.94,10.72,0.5,4.01,25.1,1.11,6.54,0.44,68.0,Satisfactory
31.95,72.51,9.64,24.79,25.28,20.42,0.63,5.62,20.13,0.15,1.27,0.13,87.0,Satisfactory
84.47,289.18,8.45,22.78,27.88,27.53,0.68,6.18,44.56,2.78,6.3,0.0,384.0,Very Poor
336.42,503.99,127.84,76.89,157.78,57.55,2.94,19.91,42.87,9.87,65.05,2.31,484.0,Severe
18.72,57.71,7.08,25.46,19.29,22.11,0.42,12.33,18.28,0.12,0.15,0.1,47.0,Good
18.83,36.56,11.96,16.93,24.06,10.58,0.4,2.92,14.54,18.99,15.68,2.32,47.0,Good
44.3,89.26,11.41,34.53,32.21,31.97,0.51,8.18,34.32,0.44,2.87,0.43,110.0,Moderate
38.24,102.51,5.31,10.07,13.74,8.94,0.93,9.1,28.27,1.1,5.45,2.51,101.0,Moderate
61.97,115.41,7.3,32.04,22.23,14.62,0.7,5.92,23.4,5.02,24.32,6.33,127.0,Moderate
60.06,122.21,5.61,30.62,20.55,11.9,0.64,6.83,27.21,0.74,6.35,0.29,122.0,Moderate
14.43,49.0,5.51,13.97,5.99,4.87,0.16,6.12,28.62,0.04,0.88,0.59,60.0,Satisfactory
76.03,153.76,3.46,35.4,21.34,15.46,0.71,13.24,41.27,4.76,30.77,2.68,145.0,Moderate
31.83,60.71,8.13,15.06,15.59,54.02,0.75,16.27,38.79,4.41,7.7,17.55,86.0,Satisfactory
19.27,33.53,10.16,22.59,32.53,12.21,0.53,4.82,18.09,24.31,22.17,2.16,48.0,Good
169.22,341.7,90.18,71.38,122.15,34.26,3.07,18.2,47.92,10.19,29.74,1.94,383.0,Very Poor
75.55,150.46,4.44,44.72,27.09,22.12,0.74,13.59,35.82,3.4,23.92,2.85,152.0,Moderate
20.75,45.07,1.4,5.59,4.08,6.03,0.48,9.15,25.97,1.09,1.72,0.15,58.0,Satisfactory
62.06,208.53,9.34,31.63,35.38,29.3,0.85,16.92,60.81,1.43,2.24,0.0,302.0,Very Poor
20.5,35.75,7.3,15.36,8.05,4.29,0.03,4.59,36.6,0.01,0.73,0.32,58.0,Satisfactory
38.11,89.14,5.12,25.56,7.62,24.02,0.11,11.54,50.37,0.03,0.64,0.17,122.0,Moderate
14.72,37.9,3.89,14.61,10.63,20.96,0.38,9.89,15.66,0.29,1.64,0.06,50.0,Good
30.71,54.77,7.37,19.88,16.84,22.73,0.67,11.59,28.89,1.4,17.36,0.0,69.0,Satisfactory
76.21,168.2,21.75,26.18,39.31,7.04,0.02,7.11,23.88,4.83,2.22,7.97,115.0,Moderate
70.47,119.15,6.46,37.31,24.68,14.3,0.78,12.21,67.63,2.94,9.43,2.43,144.0,Moderate
76.96,164.74,24.87,39.58,56.62,38.32,0.99,12.7,40.45,1.39,2.92,0.0,180.0,Moderate
45.0,93.9,8.98,33.13,29.96,22.38,1.02,7.21,29.12,0.68,3.69,0.98,105.0,Moderate
25.52,60.36,2.9,28.22,17.19,13.04,0.54,3.16,37.92,1.1,7.59,0.6,69.0,Satisfactory
111.58,236.34,22.48,60.71,75.63,43.99,1.51,10.43,79.29,4.26,12.72,3.01,274.0,Poor
72.36,153.11,16.51,33.08,42.62,46.64,0.97,8.58,37.47,0.8,2.11,0.29,218.0,Poor
10.83,34.66,5.01,9.71,4.57,4.26,0.15,4.23,28.25,0.03,1.0,0.14,50.0,Good
84.57,171.76,16.76,45.36,54.12,51.19,1.21,9.91,64.05,2.86,9.08,2.47,202.0,Poor
14.18,60.07,18.48,10.29,27.96,12.1,0.77,6.3,22.14,1.32,1.59,1.98,65.0,Satisfactory
39.17,86.77,16.07,10.66,19.45,11.16,1.09,20.21,25.17,4.65,1.92,9.68,94.0,Satisfactory
44.57,73.97,13.1,8.95,21.55,11.12,0.18,8.7,19.26,2.76,1.12,1.98,84.0,Satisfactory
74.42,132.56,8.99,41.57,28.3,16.81,0.73,5.84,30.37,1.17,6.71,0.52,157.0,Moderate
49.6,116.05,12.41,44.57,32.04,26.32,0.58,8.36,32.27,1.38,8.41,1.07,112.0,Moderate
23.98,112.59,25.07,17.26,34.95,13.57,0.76,8.5,43.57,1.3,1.1,8.81,102.0,Moderate
26.44,48.17,2.34,19.64,12.24,9.98,0.46,4.77,25.89,0.78,4.58,0.55,60.0,Satisfactory
19.52,32.59,6.56,27.15,24.08,41.15,1.06,12.3,47.23,2.42,3.46,10.96,95.0,Satisfactory
43.52,105.3,9.33,30.44,8.9,15.11,0.14,10.83,55.87,0.08,0.92,0.18,123.0,Moderate
10.67,36.11,3.9,8.2,12.12,12.23,0.32,5.52,33.34,1.5,5.56,0.36,44.0,Good
240.07,371.45,28.66,54.6,54.95,52.64,1.39,7.88,27.55,4.62,32.86,0.2,372.0,Very Poor
60.25,134.44,3.98,39.37,23.98,23.84,0.86,14.59,43.99,1.8,11.45,1.92,115.0,Moderate
31.83,66.74,2.76,16.83,11.14,11.9,0.61,5.87,24.72,0.05,2.64,0.11,57.0,Satisfactory
197.61,301.04,34.28,45.88,62.95,145.48,11.52,5.95,39.54,5.18,9.5,4.17,366.0,Very Poor
54.24,87.78,5.5,56.1,34.39,17.76,0.98,27.99,25.38,0.04,0.05,0.1,96.0,Satisfactory
65.16,184.84,22.45,52.69,46.28,18.53,1.07,25.5,37.46,0.08,0.14,0.1,142.0,Moderate
26.16,45.04,11.98,25.34,25.46,30.26,1.0,8.67,29.54,2.0,20.94,0.74,85.0,Satisfactory
29.75,89.22,16.36,10.8,38.61,11.45,0.54,4.14,17.81,10.52,7.12,5.48,114.0,Moderate
93.97,218.72,34.09,56.55,61.22,35.13,1.35,19.81,53.31,4.38,27.74,0.44,216.0,Poor
68.68,178.16,14.91,44.73,14.36,41.8,0.21,30.71,56.79,0.27,5.19,1.92,183.0,Moderate
31.39,86.12,3.83,27.73,16.39,14.98,0.56,5.45,48.87,0.79,3.8,0.51,98.0,Satisfactory
69.44,123.66,7.02,35.14,23.91,16.25,0.76,10.97,65.3,4.65,15.59,3.93,135.0,Moderate
62.52,138.48,16.82,43.0,34.1,22.36,0.63,8.08,26.27,0.32,2.77,0.16,131.0,Moderate
16.6,47.35,2.07,6.74,5.37,6.66,0.6,15.64,31.28,0.28,0.94,0.14,76.0,Satisfactory
94.67,151.57,26.19,39.9,43.01,38.46,1.15,8.5,22.96,3.22,21.24,0.31,205.0,Poor
33.02,56.3,8.78,9.18,17.56,10.12,0.28,5.25,16.48,3.67,1.15,12.32,56.0,Satisfactory
9.93,21.82,8.85,31.44,11.36,6.56,0.25,1.98,24.77,0.05,0.22,0.96,62.0,Satisfactory
240.97,389.18,85.66,72.93,131.21,72.69,2.38,24.08,87.26,5.58,16.21,0.0,433.0,Severe
114.01,220.29,60.36,54.24,103.29,30.36,1.59,18.39,27.94,36.97,43.82,3.05,235.0,Poor
24.66,82.96,7.02,26.52,19.13,11.46,0.29,8.85,18.68,1.15,11.2,10.26,68.0,Satisfactory
26.43,80.85,10.73,20.82,19.8,11.64,0.72,9.43,16.52,0.08,2.24,0.13,78.0,Satisfactory
73.9,147.86,25.55,33.95,41.61,39.11,1.07,13.94,28.45,3.24,24.76,2.66,191.0,Moderate
71.66,130.66,21.97,7.38,21.56,7.01,0.91,9.69,15.62,6.21,3.91,3.96,110.0,Moderate
168.71,313.31,17.19,10.31,27.43,12.92,0.78,12.55,19.71,2.74,3.16,2.0,285.0,Poor
69.7,160.15,26.05,43.5,48.87,32.31,1.0,15.06,40.59,2.65,20.92,2.99,164.0,Moderate
53.79,100.29,29.65,41.9,49.52,31.59,1.03,10.14,24.66,3.15,27.84,0.52,89.0,Satisfactory
100.15,211.64,59.42,71.03,126.21,33.1,0.97,15.38,45.41,13.42,22.79,3.96,219.0,Poor
50.52,81.46,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,114.0,Moderate
186.26,294.24,34.44,60.21,3.98,48.38,1.4,18.98,58.51,3.26,7.3,0.7,366.0,Very Poor
68.87,131.11,7.78,48.12,31.68,15.3,0.88,8.56,42.31,3.79,16.57,5.63,133.0,Moderate
187.97,256.92,44.24,64.15,82.97,44.62,1.65,19.2,54.02,5.18,13.88,0.11,348.0,Very Poor
81.97,260.67,35.67,57.84,69.28,39.2,1.56,13.57,49.19,3.36,3.77,0.0,266.0,Poor
17.5,60.16,8.1,16.64,9.26,5.66,0.2,5.83,27.97,0.42,3.43,1.34,63.0,Satisfactory
151.19,271.2,59.56,29.61,89.17,32.33,1.89,8.14,31.48,4.64,12.61,24.9,328.0,Very Poor
85.48,115.5,11.75,17.0,24.91,11.96,0.78,13.68,38.48,0.75,5.2,0.1,135.0,Moderate
36.05,146.83,1.46,23.87,13.67,16.18,0.43,9.12,47.23,1.3,4.57,2.54,119.0,Moderate
49.44,138.52,28.45,30.88,43.56,30.78,0.96,10.13,26.24,2.19,29.94,0.03,137.0,Moderate
22.11,68.15,8.68,14.65,14.71,57.43,0.54,10.26,14.02,4.5,0.17,4.41,61.0,Satisfactory
63.8,121.95,5.22,51.35,31.26,17.81,0.66,9.26,29.69,2.71,17.9,7.33,114.0,Moderate
26.02,84.97,5.11,25.61,17.39,25.84,0.32,6.79,17.7,0.73,3.83,0.53,87.0,Satisfactory
20.58,51.83,3.09,9.93,7.87,5.76,0.49,10.38,21.95,1.2,3.07,0.21,53.0,Satisfactory
62.79,114.8,9.47,33.93,24.52,13.26,0.75,5.43,29.67,0.62,3.18,0.05,128.0,Moderate
24.71,40.02,15.78,21.28,35.58,11.55,0.5,3.24,16.55,22.24,11.61,1.63,51.0,Satisfactory
46.21,109.03,20.89,40.94,49.98,33.55,1.3,10.07,48.2,4.98,6.09,0.0,135.0,Moderate
150.93,110.33,6.76,6.52,12.53,7.44,0.8,11.05,35.73,1.61,12.13,1.91,246.0,Poor
52.72,120.49,10.11,56.01,37.83,21.27,1.06,10.18,43.91,2.04,13.08,2.57,118.0,Moderate
121.12,270.61,65.84,53.69,83.28,42.52,1.62,17.27,44.88,6.75,76.45,1.64,268.0,Poor
13.97,39.04,3.77,7.21,6.99,5.55,0.64,10.24,20.32,1.33,2.13,0.23,76.0,Satisfactory
43.36,96.52,5.14,10.03,13.7,10.16,0.87,5.59,40.23,0.81,3.71,0.92,118.0,Moderate
54.95,171.58,14.93,36.0,32.65,34.34,1.14,13.67,65.82,2.18,16.91,0.14,212.0,Poor
52.11,95.92,29.84,17.65,28.07,52.94,0.82,9.1,9.83,6.73,0.42,0.94,102.0,Moderate
43.37,105.66,8.22,51.65,33.9,18.26,0.76,7.54,33.06,1.63,7.65,2.2,104.0,Moderate
62.25,139.53,20.73,70.43,54.05,22.7,1.3,12.91,41.99,4.03,21.23,3.94,129.0,Moderate
13.17,22.97,7.54,18.01,23.81,11.33,0.49,3.5,16.11,10.6,7.9,2.66,48.0,Good
52.72,119.57,43.93,37.04,46.09,12.87,1.44,11.0,31.62,0.64,4.19,0.37,144.0,Moderate
36.9,63.34,4.5,31.77,35.93,8.03,0.54,9.84,32.75,16.49,14.12,3.53,60.0,Satisfactory
41.75,80.36,10.32,17.35,20.03,28.6,0.86,17.6,58.96,1.7,8.3,0.0,105.0,Moderate
25.6,64.14,9.89,24.85,19.69,15.89,0.39,5.8,29.68,0.7,3.62,0.07,68.0,Satisfactory
244.78,385.66,51.06,82.74,112.71,45.66,2.09,29.19,99.91,6.91,17.35,2.55,407.0,Severe
21.74,62.19,7.22,24.15,20.35,22.6,0.78,9.29,27.34,1.57,15.18,0.17,80.0,Satisfactory
131.49,246.92,26.04,54.53,55.33,43.31,1.18,14.58,49.34,1.64,3.92,0.36,287.0,Poor
24.14,31.7,9.89,10.12,18.84,12.01,0.62,6.32,22.11,1.51,1.52,1.9,46.0,Good
22.63,78.34,21.12,11.89,22.7,19.54,1.01,13.58,23.74,4.25,2.0,9.01,81.0,Satisfactory
128.92,264.88,61.57,46.82,108.39,14.86,1.17,9.23,33.66,7.86,10.18,15.94,307.0,Very Poor
25.09,40.45,11.42,26.5,37.9,9.98,0.54,3.04,19.16,16.68,11.03,3.55,56.0,Satisfactory
75.82,146.29,7.29,42.14,28.07,13.8,0.77,9.06,26.43,3.94,25.89,10.22,159.0,Moderate
75.34,154.77,5.36,53.23,31.9,23.79,0.78,9.28,30.69,3.26,25.86,5.06,148.0,Moderate
31.76,72.38,6.91,24.4,17.63,13.7,0.46,5.65,24.59,1.81,12.8,0.28,62.0,Satisfactory
88.05,133.11,21.68,35.06,36.0,39.25,1.04,7.17,22.1,2.4,12.91,0.1,202.0,Poor
18.86,35.92,2.32,8.13,6.23,9.31,0.55,19.8,32.35,0.1,0.56,0.1,51.0,Satisfactory
141.21,244.81,15.85,52.13,67.98,18.07,1.3,9.59,49.62,8.93,14.28,2.72,296.0,Poor
27.18,53.02,8.28,14.8,16.38,29.94,0.76,15.59,53.43,1.24,6.39,0.0,98.0,Satisfactory
62.74,108.94,6.36,43.14,28.2,20.36,0.87,11.48,20.37,0.04,0.04,0.1,113.0,Moderate
13.08,34.21,10.23,37.98,11.32,9.41,0.1,4.39,26.59,0.04,0.7,2.76,52.0,Satisfactory
11.78,27.93,8.21,19.22,8.56,17.27,0.08,2.68,36.3,0.01,0.27,0.07,67.0,Satisfactory
38.11,92.67,3.23,35.66,21.42,13.51,0.62,6.99,52.61,0.96,4.83,0.94,94.0,Satisfactory
35.45,72.63,17.48,26.65,31.93,28.17,0.84,11.38,23.65,1.84,28.88,0.06,105.0,Moderate
20.48,39.15,3.98,17.47,21.37,11.78,0.52,3.08,39.28,17.08,16.03,3.64,58.0,Satisfactory
35.62,80.09,7.05,17.76,6.07,14.61,0.14,12.29,55.68,0.05,0.74,0.18,109.0,Moderate
45.5,146.01,9.86,37.88,11.26,26.61,0.13,15.64,48.44,0.09,1.09,0.26,136.0,Moderate
55.2,136.99,3.57,40.49,24.28,15.37,0.74,9.55,36.1,2.24,19.35,2.02,114.0,Moderate
63.83,104.25,10.37,37.49,9.45,16.18,0.0,7.83,58.44,0.03,0.45,0.11,137.0,Moderate
141.12,229.08,50.45,57.23,77.73,38.4,1.49,11.18,32.54,4.35,26.64,0.75,299.0,Poor
61.09,106.24,5.46,11.4,15.49,10.35,0.91,4.08,49.85,0.93,4.36,1.21,134.0,Moderate
55.83,107.36,50.2,43.73,62.84,13.87,1.79,12.62,23.58,2.12,5.42,2.99,140.0,Moderate
95.24,199.77,42.32,60.8,100.2,31.11,2.13,10.84,77.91,5.4,20.03,2.1,218.0,Poor
59.6,107.16,1.22,0.95,1.58,7.44,0.61,5.61,33.85,1.31,7.3,1.04,210.0,Poor
31.04,58.4,17.04,14.17,31.43,5.64,0.36,1.6,37.01,3.39,7.21,3.39,70.0,Satisfactory
74.82,196.76,23.26,46.75,55.93,44.85,1.74,11.85,59.48,2.46,4.28,0.0,174.0,Moderate
44.9,76.48,2.6,18.03,20.07,5.0,0.45,10.79,8.99,5.24,1.92,1.19,107.0,Moderate
132.93,264.13,54.11,49.89,68.66,33.8,1.41,17.91,42.0,5.82,56.08,1.96,264.0,Poor
74.45,137.61,15.4,35.26,33.47,36.32,0.79,8.71,27.73,2.52,14.04,0.07,273.0,Poor
107.86,178.21,19.82,43.51,42.87,34.33,1.01,11.35,29.6,2.98,20.71,0.49,264.0,Poor
54.91,93.72,2.89,0.71,1.96,11.97,1.15,7.07,38.74,1.31,7.52,0.66,106.0,Moderate
45.12,94.43,4.42,44.87,27.3,18.23,0.55,6.81,26.53,2.15,18.63,6.75,101.0,Moderate
35.44,63.1,13.54,10.91,23.88,9.48,1.13,12.01,29.03,1.74,1.1,2.0,84.0,Satisfactory
331.2,515.72,101.08,75.06,133.85,63.63,2.78,18.27,43.3,10.04,58.7,2.42,501.0,Severe
31.16,63.66,6.4,27.84,19.17,15.93,0.44,5.87,25.51,0.33,2.44,0.01,66.0,Satisfactory
73.21,35.28,2.82,19.94,15.4,21.4,0.57,5.96,34.11,0.52,2.44,0.09,169.0,Moderate
27.81,82.02,3.79,18.72,4.24,14.29,0.06,10.16,62.99,0.02,0.5,0.08,131.0,Moderate
236.4,363.3,85.62,72.63,115.07,59.1,2.41,12.49,38.14,6.87,50.04,3.14,377.0,Very Poor
58.31,124.64,11.93,28.85,25.14,14.0,1.03,10.21,22.24,0.12,2.38,0.16,112.0,Moderate
29.34,70.91,5.92,21.73,7.49,25.34,0.1,5.69,64.01,0.04,0.67,0.12,110.0,Moderate
107.73,223.33,26.91,46.57,50.88,36.97,1.34,15.12,37.48,3.33,30.31,0.99,296.0,Poor
78.47,131.42,12.57,23.04,28.5,32.13,8.6,4.07,27.1,5.45,13.55,10.98,271.0,Poor
15.23,28.92,2.14,7.4,5.67,10.07,0.49,25.54,28.78,0.08,0.51,0.1,43.0,Good
16.58,37.38,9.06,9.41,17.4,10.23,0.1,9.62,18.66,3.33,1.12,4.83,42.0,Good
50.41,133.6,13.52,38.05,33.66,38.45,0.95,11.14,41.14,2.57,32.38,14.04,130.0,Moderate
92.12,167.97,70.94,5.08,59.09,35.57,1.25,9.06,13.89,10.36,0.92,0.22,204.0,Poor
215.17,327.64,109.88,75.37,132.94,83.31,2.31,20.1,40.91,7.08,28.86,0.11,359.0,Very Poor
29.86,67.84,2.42,26.02,15.62,12.81,0.64,5.38,56.79,0.5,2.44,0.47,100.0,Satisfactory
103.77,227.07,43.9,55.47,71.06,33.86,1.29,20.72,40.14,4.94,35.57,0.58,239.0,Poor
144.12,162.2,18.1,34.71,40.32,81.04,11.45,5.93,31.61,2.35,6.76,4.07,317.0,Very Poor
83.16,120.25,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,138.0,Moderate
188.2,253.53,69.2,60.29,104.31,79.83,16.23,8.65,36.54,8.34,16.27,4.38,365.0,Very Poor
20.03,42.57,2.78,22.16,13.67,15.62,0.68,6.84,33.8,0.38,2.65,1.62,64.0,Satisfactory
29.59,71.0,10.47,7.86,12.9,6.24,0.71,16.42,19.05,6.85,2.43,1.85,58.0,Satisfactory
46.56,128.82,5.68,33.57,22.03,12.5,0.68,7.62,41.11,1.99,12.41,3.25,112.0,Moderate
142.0,235.85,33.51,51.47,58.67,36.19,1.24,18.56,33.83,3.87,27.11,0.37,297.0,Poor
17.45,38.01,18.7,11.4,28.05,12.66,0.7,7.76,42.81,1.38,1.47,1.98,45.0,Good
73.68,141.14,40.41,57.35,97.62,28.26,0.92,11.26,44.83,13.07,23.04,2.94,167.0,Moderate
31.7,80.59,2.56,26.77,16.12,15.8,0.58,6.53,44.57,0.66,4.34,0.66,89.0,Satisfactory
42.0,74.34,28.32,29.43,51.8,5.0,0.85,10.01,5.92,8.14,1.73,7.16,100.0,Satisfactory
87.43,155.95,3.9,37.31,23.02,22.35,0.1,13.4,121.72,0.1,1.93,0.01,229.0,Poor
77.77,149.51,5.35,46.8,28.9,23.34,0.83,10.52,56.84,3.32,16.7,5.07,163.0,Moderate
50.88,129.95,33.83,67.8,63.29,24.5,1.1,22.37,36.26,4.76,37.74,6.12,129.0,Moderate
61.75,128.23,12.02,26.98,27.17,33.7,0.97,17.12,33.7,1.99,17.24,0.0,144.0,Moderate
39.09,115.26,4.42,45.01,10.87,25.52,0.09,4.46,47.08,0.05,0.59,0.16,127.0,Moderate
61.66,92.8,3.74,32.11,19.87,11.09,0.64,4.65,31.2,2.35,12.22,1.01,108.0,Moderate
17.25,32.02,2.58,6.82,5.82,11.04,0.37,4.65,65.23,0.29,0.2,0.2,83.0,Satisfactory
62.38,112.32,6.75,23.13,22.26,34.01,0.77,15.82,42.54,3.09,3.41,12.4,117.0,Moderate
29.92,88.06,6.62,23.7,17.8,16.42,0.66,10.11,17.16,0.9,6.5,1.45,70.0,Satisfactory
13.46,27.79,5.37,15.08,20.36,10.81,0.44,3.93,23.79,17.44,16.08,1.61,44.0,Good
378.68,546.59,123.73,75.26,152.77,65.75,3.36,17.86,43.25,10.58,73.62,2.75,577.0,Severe
105.29,223.67,28.38,45.32,65.27,42.8,1.18,17.48,44.49,1.29,3.51,0.0,236.0,Poor
246.46,388.79,47.83,57.53,74.39,53.09,2.01,13.22,28.75,6.78,40.5,0.93,432.0,Severe
40.41,72.97,7.5,26.24,19.03,10.16,0.98,2.96,19.73,0.77,5.0,0.49,82.0,Satisfactory
15.27,26.79,2.55,21.39,13.31,8.28,0.44,6.5,27.49,0.25,2.69,0.22,58.0,Satisfactory
40.15,107.64,18.14,13.18,28.04,11.88,0.62,8.1,30.16,1.65,1.99,1.96,107.0,Moderate
74.48,233.49,47.15,61.53,76.01,36.64,1.63,15.19,55.95,4.37,34.84,0.15,230.0,Poor
11.04,20.0,5.27,21.19,15.02,17.01,0.37,8.75,16.13,0.52,3.67,0.34,72.0,Satisfactory
90.55,193.76,30.3,55.28,56.28,29.35,1.42,26.03,55.67,3.8,21.84,1.13,199.0,Moderate
22.07,63.47,2.2,5.25,3.94,6.21,0.62,12.96,40.3,0.51,2.03,0.16,91.0,Satisfactory
16.28,41.16,3.42,23.43,14.97,12.43,0.26,5.56,22.53,0.66,2.87,0.68,59.0,Satisfactory
114.27,225.78,49.17,53.83,73.89,37.04,1.41,17.65,39.21,5.2,38.41,0.77,284.0,Poor
27.99,47.39,6.3,19.07,25.53,11.58,0.55,2.63,17.18,28.03,7.25,2.42,51.0,Satisfactory
38.1,61.67,7.61,3.3,10.9,1.37,0.65,14.74,26.14,7.14,1.94,2.15,88.0,Satisfactory
13.53,32.41,7.91,11.42,6.48,8.07,0.18,3.8,33.12,0.23,2.48,0.51,72.0,Satisfactory
17.75,29.98,2.93,14.34,8.62,9.48,0.36,3.99,17.96,0.22,1.12,0.09,36.0,Good
63.0,101.4,12.99,32.87,45.48,10.42,0.85,5.15,40.98,22.31,36.56,2.62,118.0,Moderate
203.12,396.01,114.02,74.04,133.52,48.25,2.72,20.76,53.02,10.6,94.71,4.01,394.0,Very Poor
38.87,101.79,2.19,24.08,14.32,13.06,0.58,6.81,45.87,1.01,5.35,0.66,98.0,Satisfactory
14.48,35.5,5.28,12.77,11.09,12.61,0.5,9.81,24.28,0.19,0.07,0.1,42.0,Good
52.62,100.99,4.1,23.13,14.29,10.26,0.54,3.79,23.86,1.07,9.26,1.89,98.0,Satisfactory
182.5,317.46,91.98,69.29,144.14,40.68,1.84,21.35,93.71,4.48,12.18,1.03,347.0,Very Poor
57.01,110.73,20.9,35.23,56.18,22.91,0.72,11.02,49.97,6.16,14.48,1.98,128.0,Moderate
20.93,47.96,1.66,10.91,6.06,46.0,0.41,12.81,22.15,3.1,0.82,1.48,41.0,Good
152.61,213.98,48.82,58.53,40.14,51.88,1.02,23.09,30.49,0.86,3.42,0.09,310.0,Very Poor
165.95,278.87,54.31,58.22,80.36,44.67,1.75,16.81,30.92,5.15,33.81,0.81,317.0,Very Poor
10.73,22.63,2.92,9.95,7.26,2.99,0.36,16.35,32.13,0.12,1.45,0.22,48.0,Good
211.57,393.74,140.77,74.17,169.75,51.21,3.17,16.28,38.12,9.77,84.12,3.2,394.0,Very Poor
64.98,116.14,6.98,45.4,29.83,21.32,0.06,8.83,50.28,0.18,6.79,0.14,111.0,Moderate
